[11, 8, 12, 5, 1, 9, 2, 10, 11, 8, 3, 7, 13, 13, 1, 4, 13, 7, 13, 9, 6, 3, 5, 11, 4, 10, 12, 0, 0, 1, 11, 5, 6, 14, 7, 4, 3, 4, 0, 6, 9, 2, 8, 10, 3, 7, 12, 11, 14, 3, 8, 10, 2, 4, 13, 14, 5, 1, 9, 13, 14, 6, 11, 7, 1, 4, 12, 2, 0, 8, 3, 10, 9, 13, 14, 12, 11, 8, 0, 10, 9, 6, 5, 7, 12, 5, 0, 1, 3, 2, 8, 3, 4, 9, 13, 1, 7, 0, 12, 5, 10, 14, 2, 11, 12, 12, 6, 9, 10, 3, 8, 7, 4, 13, 1, 4, 6, 7, 14, 5, 2, 0, 12, 10, 3, 7, 6, 9, 11, 9, 5, 2, 14, 12, 4, 13, 11, 10, 12, 1, 14, 5, 6, 1, 7, 8, 9, 4, 0, 2, 2, 11, 14, 5, 10, 6, 13, 6, 1, 9, 8, 0, 2, 7, 13, 14, 12, 4, 9, 13, 4, 0, 1, 2, 7, 5, 10, 6, 3, 14, 13, 0, 0, 1, 2, 11, 8, 11, 4, 9, 3, 10, 6, 5, 2, 4, 6, 12, 7, 8, 5, 0, 3, 11, 8, 2, 11, 1, 14, 10, 3, 14, 12, 10, 6, 3, 0, 8, 5, 14, 9, 8, 1, 13, 7]
1406
Iteration 1/10000, Best C_max: 1587, Current Iteration Best: 1610, counter: 2, critical: True
Iteration 30/10000, Best C_max: 1557, Current Iteration Best: 1721, counter: 9, critical: True
Iteration 31/10000, Best C_max: 1557, Current Iteration Best: 1823, counter: 10, critical: True
Iteration 32/10000, Best C_max: 1557, Current Iteration Best: 1725, counter: 1, critical: False
Iteration 33/10000, Best C_max: 1557, Current Iteration Best: 2102, counter: 2, critical: False
Iteration 34/10000, Best C_max: 1557, Current Iteration Best: 2080, counter: 3, critical: False
Iteration 35/10000, Best C_max: 1557, Current Iteration Best: 2176, counter: 4, critical: False
Iteration 36/10000, Best C_max: 1557, Current Iteration Best: 1633, counter: 5, critical: False
Iteration 37/10000, Best C_max: 1557, Current Iteration Best: 1918, counter: 6, critical: False
Iteration 38/10000, Best C_max: 1557, Current Iteration Best: 2127, counter: 7, critical: False
Iteration 39/10000, Best C_max: 1557, Current Iteration Best: 1916, counter: 8, critical: False
Iteration 40/10000, Best C_max: 1557, Current Iteration Best: 2029, counter: 9, critical: False
Iteration 41/10000, Best C_max: 1557, Current Iteration Best: 1608, counter: 10, critical: False
Iteration 42/10000, Best C_max: 1557, Current Iteration Best: 1604, counter: 1, critical: True
Iteration 43/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 2, critical: True
Iteration 44/10000, Best C_max: 1557, Current Iteration Best: 1663, counter: 3, critical: True
Iteration 45/10000, Best C_max: 1557, Current Iteration Best: 1799, counter: 4, critical: True
Iteration 46/10000, Best C_max: 1557, Current Iteration Best: 1841, counter: 5, critical: True
Iteration 47/10000, Best C_max: 1557, Current Iteration Best: 1591, counter: 6, critical: True
Iteration 48/10000, Best C_max: 1557, Current Iteration Best: 1886, counter: 7, critical: True
Iteration 49/10000, Best C_max: 1557, Current Iteration Best: 1808, counter: 8, critical: True
Iteration 50/10000, Best C_max: 1557, Current Iteration Best: 1707, counter: 9, critical: True
Iteration 51/10000, Best C_max: 1557, Current Iteration Best: 1742, counter: 10, critical: True
Iteration 52/10000, Best C_max: 1557, Current Iteration Best: 1777, counter: 1, critical: False
Iteration 53/10000, Best C_max: 1557, Current Iteration Best: 1955, counter: 2, critical: False
Iteration 54/10000, Best C_max: 1557, Current Iteration Best: 2131, counter: 3, critical: False
Iteration 55/10000, Best C_max: 1557, Current Iteration Best: 2194, counter: 4, critical: False
Iteration 56/10000, Best C_max: 1557, Current Iteration Best: 1756, counter: 5, critical: False
Iteration 57/10000, Best C_max: 1557, Current Iteration Best: 1900, counter: 6, critical: False
Iteration 58/10000, Best C_max: 1557, Current Iteration Best: 1747, counter: 7, critical: False
Iteration 59/10000, Best C_max: 1557, Current Iteration Best: 1831, counter: 8, critical: False
Iteration 60/10000, Best C_max: 1557, Current Iteration Best: 1858, counter: 9, critical: False
Iteration 61/10000, Best C_max: 1557, Current Iteration Best: 1643, counter: 10, critical: False
Iteration 62/10000, Best C_max: 1557, Current Iteration Best: 1877, counter: 1, critical: True
Iteration 63/10000, Best C_max: 1557, Current Iteration Best: 1890, counter: 2, critical: True
Iteration 64/10000, Best C_max: 1557, Current Iteration Best: 1885, counter: 3, critical: True
Iteration 65/10000, Best C_max: 1557, Current Iteration Best: 1826, counter: 4, critical: True
Iteration 66/10000, Best C_max: 1557, Current Iteration Best: 1934, counter: 5, critical: True
Iteration 67/10000, Best C_max: 1557, Current Iteration Best: 1749, counter: 6, critical: True
Iteration 68/10000, Best C_max: 1557, Current Iteration Best: 1653, counter: 7, critical: True
Iteration 69/10000, Best C_max: 1557, Current Iteration Best: 1761, counter: 8, critical: True
Iteration 70/10000, Best C_max: 1557, Current Iteration Best: 1858, counter: 9, critical: True
Iteration 71/10000, Best C_max: 1557, Current Iteration Best: 1756, counter: 10, critical: True
Iteration 72/10000, Best C_max: 1557, Current Iteration Best: 1869, counter: 1, critical: False
Iteration 73/10000, Best C_max: 1557, Current Iteration Best: 2077, counter: 2, critical: False
Iteration 74/10000, Best C_max: 1557, Current Iteration Best: 2013, counter: 3, critical: False
Iteration 75/10000, Best C_max: 1557, Current Iteration Best: 1943, counter: 4, critical: False
Iteration 76/10000, Best C_max: 1557, Current Iteration Best: 1878, counter: 5, critical: False
Iteration 77/10000, Best C_max: 1557, Current Iteration Best: 1895, counter: 6, critical: False
Iteration 78/10000, Best C_max: 1557, Current Iteration Best: 1742, counter: 7, critical: False
Iteration 79/10000, Best C_max: 1557, Current Iteration Best: 1825, counter: 8, critical: False
Iteration 80/10000, Best C_max: 1557, Current Iteration Best: 1683, counter: 9, critical: False
Iteration 81/10000, Best C_max: 1557, Current Iteration Best: 1792, counter: 10, critical: False
Iteration 82/10000, Best C_max: 1557, Current Iteration Best: 1740, counter: 1, critical: True
Iteration 83/10000, Best C_max: 1557, Current Iteration Best: 1765, counter: 2, critical: True
Iteration 84/10000, Best C_max: 1557, Current Iteration Best: 1831, counter: 3, critical: True
Iteration 85/10000, Best C_max: 1557, Current Iteration Best: 1808, counter: 4, critical: True
Iteration 86/10000, Best C_max: 1557, Current Iteration Best: 1830, counter: 5, critical: True
Iteration 87/10000, Best C_max: 1557, Current Iteration Best: 1834, counter: 6, critical: True
Iteration 88/10000, Best C_max: 1557, Current Iteration Best: 1896, counter: 7, critical: True
Iteration 89/10000, Best C_max: 1557, Current Iteration Best: 1758, counter: 8, critical: True
Iteration 90/10000, Best C_max: 1557, Current Iteration Best: 1776, counter: 9, critical: True
Iteration 91/10000, Best C_max: 1557, Current Iteration Best: 1784, counter: 10, critical: True
Iteration 92/10000, Best C_max: 1557, Current Iteration Best: 1787, counter: 1, critical: False
Iteration 93/10000, Best C_max: 1557, Current Iteration Best: 2120, counter: 2, critical: False
Iteration 94/10000, Best C_max: 1557, Current Iteration Best: 2035, counter: 3, critical: False
Iteration 95/10000, Best C_max: 1557, Current Iteration Best: 2079, counter: 4, critical: False
Iteration 96/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 5, critical: False
Iteration 97/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 6, critical: False
Iteration 98/10000, Best C_max: 1557, Current Iteration Best: 1648, counter: 7, critical: False
Iteration 99/10000, Best C_max: 1557, Current Iteration Best: 1847, counter: 8, critical: False
Iteration 100/10000, Best C_max: 1557, Current Iteration Best: 1695, counter: 9, critical: False
Iteration 101/10000, Best C_max: 1557, Current Iteration Best: 1620, counter: 10, critical: False
Iteration 102/10000, Best C_max: 1557, Current Iteration Best: 1763, counter: 1, critical: True
Iteration 103/10000, Best C_max: 1557, Current Iteration Best: 1798, counter: 2, critical: True
Iteration 104/10000, Best C_max: 1557, Current Iteration Best: 1768, counter: 3, critical: True
Iteration 105/10000, Best C_max: 1557, Current Iteration Best: 1688, counter: 4, critical: True
Iteration 106/10000, Best C_max: 1557, Current Iteration Best: 1825, counter: 5, critical: True
Iteration 107/10000, Best C_max: 1557, Current Iteration Best: 1622, counter: 6, critical: True
Iteration 108/10000, Best C_max: 1557, Current Iteration Best: 1856, counter: 7, critical: True
Iteration 109/10000, Best C_max: 1557, Current Iteration Best: 1776, counter: 8, critical: True
Iteration 110/10000, Best C_max: 1557, Current Iteration Best: 1780, counter: 9, critical: True
Iteration 111/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 10, critical: True
Iteration 112/10000, Best C_max: 1557, Current Iteration Best: 1744, counter: 1, critical: False
Iteration 113/10000, Best C_max: 1557, Current Iteration Best: 2055, counter: 2, critical: False
Iteration 114/10000, Best C_max: 1557, Current Iteration Best: 1975, counter: 3, critical: False
Iteration 115/10000, Best C_max: 1557, Current Iteration Best: 1932, counter: 4, critical: False
Iteration 116/10000, Best C_max: 1557, Current Iteration Best: 1914, counter: 5, critical: False
Iteration 117/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 6, critical: False
Iteration 118/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 7, critical: False
Iteration 119/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 8, critical: False
Iteration 120/10000, Best C_max: 1557, Current Iteration Best: 1766, counter: 9, critical: False
Iteration 121/10000, Best C_max: 1557, Current Iteration Best: 1776, counter: 10, critical: False
Iteration 122/10000, Best C_max: 1557, Current Iteration Best: 1806, counter: 1, critical: True
Iteration 123/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 2, critical: True
Iteration 124/10000, Best C_max: 1557, Current Iteration Best: 1843, counter: 3, critical: True
Iteration 125/10000, Best C_max: 1557, Current Iteration Best: 1876, counter: 4, critical: True
Iteration 126/10000, Best C_max: 1557, Current Iteration Best: 1877, counter: 5, critical: True
Iteration 127/10000, Best C_max: 1557, Current Iteration Best: 1734, counter: 6, critical: True
Iteration 128/10000, Best C_max: 1557, Current Iteration Best: 1861, counter: 7, critical: True
Iteration 129/10000, Best C_max: 1557, Current Iteration Best: 1688, counter: 8, critical: True
Iteration 130/10000, Best C_max: 1557, Current Iteration Best: 1897, counter: 9, critical: True
Iteration 131/10000, Best C_max: 1557, Current Iteration Best: 1782, counter: 10, critical: True
Iteration 132/10000, Best C_max: 1557, Current Iteration Best: 1744, counter: 1, critical: False
Iteration 133/10000, Best C_max: 1557, Current Iteration Best: 2125, counter: 2, critical: False
Iteration 134/10000, Best C_max: 1557, Current Iteration Best: 1702, counter: 3, critical: False
Iteration 135/10000, Best C_max: 1557, Current Iteration Best: 1965, counter: 4, critical: False
Iteration 136/10000, Best C_max: 1557, Current Iteration Best: 2060, counter: 5, critical: False
Iteration 137/10000, Best C_max: 1557, Current Iteration Best: 2073, counter: 6, critical: False
Iteration 138/10000, Best C_max: 1557, Current Iteration Best: 1962, counter: 7, critical: False
Iteration 139/10000, Best C_max: 1557, Current Iteration Best: 1788, counter: 8, critical: False
Iteration 140/10000, Best C_max: 1557, Current Iteration Best: 1785, counter: 9, critical: False
Iteration 141/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 10, critical: False
Iteration 142/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 1, critical: True
Iteration 143/10000, Best C_max: 1557, Current Iteration Best: 1780, counter: 2, critical: True
Iteration 144/10000, Best C_max: 1557, Current Iteration Best: 1872, counter: 3, critical: True
Iteration 145/10000, Best C_max: 1557, Current Iteration Best: 1707, counter: 4, critical: True
Iteration 146/10000, Best C_max: 1557, Current Iteration Best: 1890, counter: 5, critical: True
Iteration 147/10000, Best C_max: 1557, Current Iteration Best: 1754, counter: 6, critical: True
Iteration 148/10000, Best C_max: 1557, Current Iteration Best: 1605, counter: 7, critical: True
Iteration 149/10000, Best C_max: 1557, Current Iteration Best: 1799, counter: 8, critical: True
Iteration 150/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 9, critical: True
Iteration 151/10000, Best C_max: 1557, Current Iteration Best: 1781, counter: 10, critical: True
Iteration 152/10000, Best C_max: 1557, Current Iteration Best: 1780, counter: 1, critical: False
Iteration 153/10000, Best C_max: 1557, Current Iteration Best: 2100, counter: 2, critical: False
Iteration 154/10000, Best C_max: 1557, Current Iteration Best: 1950, counter: 3, critical: False
Iteration 155/10000, Best C_max: 1557, Current Iteration Best: 1879, counter: 4, critical: False
Iteration 156/10000, Best C_max: 1557, Current Iteration Best: 1777, counter: 5, critical: False
Iteration 157/10000, Best C_max: 1557, Current Iteration Best: 1707, counter: 6, critical: False
Iteration 158/10000, Best C_max: 1557, Current Iteration Best: 1756, counter: 7, critical: False
Iteration 159/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 8, critical: False
Iteration 160/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 9, critical: False
Iteration 161/10000, Best C_max: 1557, Current Iteration Best: 1971, counter: 10, critical: False
Iteration 162/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 1, critical: True
Iteration 163/10000, Best C_max: 1557, Current Iteration Best: 1795, counter: 2, critical: True
Iteration 164/10000, Best C_max: 1557, Current Iteration Best: 1898, counter: 3, critical: True
Iteration 165/10000, Best C_max: 1557, Current Iteration Best: 1691, counter: 4, critical: True
Iteration 166/10000, Best C_max: 1557, Current Iteration Best: 1866, counter: 5, critical: True
Iteration 167/10000, Best C_max: 1557, Current Iteration Best: 1754, counter: 6, critical: True
Iteration 168/10000, Best C_max: 1557, Current Iteration Best: 1605, counter: 7, critical: True
Iteration 169/10000, Best C_max: 1557, Current Iteration Best: 1788, counter: 8, critical: True
Iteration 170/10000, Best C_max: 1557, Current Iteration Best: 1755, counter: 9, critical: True
Iteration 171/10000, Best C_max: 1557, Current Iteration Best: 1767, counter: 10, critical: True
Iteration 172/10000, Best C_max: 1557, Current Iteration Best: 1780, counter: 1, critical: False
Iteration 173/10000, Best C_max: 1557, Current Iteration Best: 2097, counter: 2, critical: False
Iteration 174/10000, Best C_max: 1557, Current Iteration Best: 2001, counter: 3, critical: False
Iteration 175/10000, Best C_max: 1557, Current Iteration Best: 1917, counter: 4, critical: False
Iteration 176/10000, Best C_max: 1557, Current Iteration Best: 1917, counter: 5, critical: False
Iteration 177/10000, Best C_max: 1557, Current Iteration Best: 1923, counter: 6, critical: False
Iteration 178/10000, Best C_max: 1557, Current Iteration Best: 1784, counter: 7, critical: False
Iteration 179/10000, Best C_max: 1557, Current Iteration Best: 1750, counter: 8, critical: False
Iteration 180/10000, Best C_max: 1557, Current Iteration Best: 1775, counter: 9, critical: False
Iteration 181/10000, Best C_max: 1557, Current Iteration Best: 1637, counter: 10, critical: False
Iteration 182/10000, Best C_max: 1557, Current Iteration Best: 1632, counter: 1, critical: True
Iteration 183/10000, Best C_max: 1557, Current Iteration Best: 1801, counter: 2, critical: True
Iteration 184/10000, Best C_max: 1557, Current Iteration Best: 1735, counter: 3, critical: True
Iteration 185/10000, Best C_max: 1557, Current Iteration Best: 1629, counter: 4, critical: True
Iteration 186/10000, Best C_max: 1557, Current Iteration Best: 1677, counter: 5, critical: True
Iteration 187/10000, Best C_max: 1557, Current Iteration Best: 1717, counter: 6, critical: True
Iteration 188/10000, Best C_max: 1557, Current Iteration Best: 1670, counter: 7, critical: True
Iteration 189/10000, Best C_max: 1557, Current Iteration Best: 1839, counter: 8, critical: True
Iteration 190/10000, Best C_max: 1557, Current Iteration Best: 1776, counter: 9, critical: True
Iteration 191/10000, Best C_max: 1557, Current Iteration Best: 1845, counter: 10, critical: True
Iteration 192/10000, Best C_max: 1557, Current Iteration Best: 1739, counter: 1, critical: False
Iteration 193/10000, Best C_max: 1557, Current Iteration Best: 2029, counter: 2, critical: False
Iteration 194/10000, Best C_max: 1557, Current Iteration Best: 2014, counter: 3, critical: False
Iteration 195/10000, Best C_max: 1557, Current Iteration Best: 2057, counter: 4, critical: False
Iteration 196/10000, Best C_max: 1557, Current Iteration Best: 2035, counter: 5, critical: False
Iteration 197/10000, Best C_max: 1557, Current Iteration Best: 1864, counter: 6, critical: False
Iteration 198/10000, Best C_max: 1557, Current Iteration Best: 1733, counter: 7, critical: False
Iteration 199/10000, Best C_max: 1557, Current Iteration Best: 1946, counter: 8, critical: False
Iteration 200/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 9, critical: False
Iteration 201/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 10, critical: False
Iteration 202/10000, Best C_max: 1557, Current Iteration Best: 1734, counter: 1, critical: True
Iteration 203/10000, Best C_max: 1557, Current Iteration Best: 1880, counter: 2, critical: True
Iteration 204/10000, Best C_max: 1557, Current Iteration Best: 1970, counter: 3, critical: True
Iteration 205/10000, Best C_max: 1557, Current Iteration Best: 1960, counter: 4, critical: True
Iteration 206/10000, Best C_max: 1557, Current Iteration Best: 2017, counter: 5, critical: True
Iteration 207/10000, Best C_max: 1557, Current Iteration Best: 1930, counter: 6, critical: True
Iteration 208/10000, Best C_max: 1557, Current Iteration Best: 1948, counter: 7, critical: True
Iteration 209/10000, Best C_max: 1557, Current Iteration Best: 1821, counter: 8, critical: True
Iteration 210/10000, Best C_max: 1557, Current Iteration Best: 1870, counter: 9, critical: True
Iteration 211/10000, Best C_max: 1557, Current Iteration Best: 1854, counter: 10, critical: True
Iteration 212/10000, Best C_max: 1557, Current Iteration Best: 1914, counter: 1, critical: False
Iteration 213/10000, Best C_max: 1557, Current Iteration Best: 2223, counter: 2, critical: False
Iteration 214/10000, Best C_max: 1557, Current Iteration Best: 1969, counter: 3, critical: False
Iteration 215/10000, Best C_max: 1557, Current Iteration Best: 1990, counter: 4, critical: False
Iteration 216/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 5, critical: False
Iteration 217/10000, Best C_max: 1557, Current Iteration Best: 1648, counter: 6, critical: False
Iteration 218/10000, Best C_max: 1557, Current Iteration Best: 1650, counter: 7, critical: False
Iteration 219/10000, Best C_max: 1557, Current Iteration Best: 1741, counter: 8, critical: False
Iteration 220/10000, Best C_max: 1557, Current Iteration Best: 1708, counter: 9, critical: False
Iteration 221/10000, Best C_max: 1557, Current Iteration Best: 1917, counter: 10, critical: False
Iteration 222/10000, Best C_max: 1557, Current Iteration Best: 1685, counter: 1, critical: True
Iteration 223/10000, Best C_max: 1557, Current Iteration Best: 1883, counter: 2, critical: True
Iteration 224/10000, Best C_max: 1557, Current Iteration Best: 1774, counter: 3, critical: True
Iteration 225/10000, Best C_max: 1557, Current Iteration Best: 1750, counter: 4, critical: True
Iteration 226/10000, Best C_max: 1557, Current Iteration Best: 1678, counter: 5, critical: True
Iteration 227/10000, Best C_max: 1557, Current Iteration Best: 1838, counter: 6, critical: True
Iteration 228/10000, Best C_max: 1557, Current Iteration Best: 1905, counter: 7, critical: True
Iteration 229/10000, Best C_max: 1557, Current Iteration Best: 1773, counter: 8, critical: True
Iteration 230/10000, Best C_max: 1557, Current Iteration Best: 1841, counter: 9, critical: True
Iteration 231/10000, Best C_max: 1557, Current Iteration Best: 1850, counter: 10, critical: True
Iteration 232/10000, Best C_max: 1557, Current Iteration Best: 1938, counter: 1, critical: False
Iteration 233/10000, Best C_max: 1557, Current Iteration Best: 2243, counter: 2, critical: False
Iteration 234/10000, Best C_max: 1557, Current Iteration Best: 2067, counter: 3, critical: False
Iteration 235/10000, Best C_max: 1557, Current Iteration Best: 2085, counter: 4, critical: False
Iteration 236/10000, Best C_max: 1557, Current Iteration Best: 1719, counter: 5, critical: False
Iteration 237/10000, Best C_max: 1557, Current Iteration Best: 1938, counter: 6, critical: False
Iteration 238/10000, Best C_max: 1557, Current Iteration Best: 1932, counter: 7, critical: False
Iteration 239/10000, Best C_max: 1557, Current Iteration Best: 1557, counter: 8, critical: False
Iteration 240/10000, Best C_max: 1557, Current Iteration Best: 1590, counter: 9, critical: False
Iteration 241/10000, Best C_max: 1557, Current Iteration Best: 1656, counter: 10, critical: False
Iteration 242/10000, Best C_max: 1557, Current Iteration Best: 1656, counter: 1, critical: True
Iteration 243/10000, Best C_max: 1557, Current Iteration Best: 1846, counter: 2, critical: True
Iteration 244/10000, Best C_max: 1557, Current Iteration Best: 1779, counter: 3, critical: True
Iteration 245/10000, Best C_max: 1557, Current Iteration Best: 1783, counter: 4, critical: True
Iteration 246/10000, Best C_max: 1557, Current Iteration Best: 1829, counter: 5, critical: True
Iteration 247/10000, Best C_max: 1557, Current Iteration Best: 1728, counter: 6, critical: True
Iteration 248/10000, Best C_max: 1557, Current Iteration Best: 1663, counter: 7, critical: True
Iteration 249/10000, Best C_max: 1557, Current Iteration Best: 1725, counter: 8, critical: True
Iteration 250/10000, Best C_max: 1557, Current Iteration Best: 1926, counter: 9, critical: True
Iteration 251/10000, Best C_max: 1557, Current Iteration Best: 1907, counter: 10, critical: True
Iteration 252/10000, Best C_max: 1557, Current Iteration Best: 1868, counter: 1, critical: False
Iteration 253/10000, Best C_max: 1557, Current Iteration Best: 2184, counter: 2, critical: False
Iteration 254/10000, Best C_max: 1557, Current Iteration Best: 1913, counter: 3, critical: False
Iteration 255/10000, Best C_max: 1557, Current Iteration Best: 2170, counter: 4, critical: False
Iteration 256/10000, Best C_max: 1557, Current Iteration Best: 1827, counter: 5, critical: False
Iteration 257/10000, Best C_max: 1557, Current Iteration Best: 2048, counter: 6, critical: False
Iteration 258/10000, Best C_max: 1557, Current Iteration Best: 1789, counter: 7, critical: False
Iteration 259/10000, Best C_max: 1557, Current Iteration Best: 1664, counter: 8, critical: False
Iteration 260/10000, Best C_max: 1557, Current Iteration Best: 1751, counter: 9, critical: False
Iteration 261/10000, Best C_max: 1557, Current Iteration Best: 1748, counter: 10, critical: False
Iteration 262/10000, Best C_max: 1557, Current Iteration Best: 1734, counter: 1, critical: True
Iteration 263/10000, Best C_max: 1557, Current Iteration Best: 1892, counter: 2, critical: True
Iteration 264/10000, Best C_max: 1557, Current Iteration Best: 1940, counter: 3, critical: True
Iteration 265/10000, Best C_max: 1557, Current Iteration Best: 1734, counter: 4, critical: True
Iteration 266/10000, Best C_max: 1557, Current Iteration Best: 1850, counter: 5, critical: True
Iteration 267/10000, Best C_max: 1557, Current Iteration Best: 1712, counter: 6, critical: True
Iteration 268/10000, Best C_max: 1557, Current Iteration Best: 1803, counter: 7, critical: True
Iteration 269/10000, Best C_max: 1557, Current Iteration Best: 1726, counter: 8, critical: True
Iteration 270/10000, Best C_max: 1557, Current Iteration Best: 1851, counter: 9, critical: True
Iteration 271/10000, Best C_max: 1557, Current Iteration Best: 1706, counter: 10, critical: True
Iteration 272/10000, Best C_max: 1557, Current Iteration Best: 1871, counter: 1, critical: False
Iteration 273/10000, Best C_max: 1557, Current Iteration Best: 2125, counter: 2, critical: False
Iteration 274/10000, Best C_max: 1557, Current Iteration Best: 2008, counter: 3, critical: False
Iteration 275/10000, Best C_max: 1557, Current Iteration Best: 1766, counter: 4, critical: False
Iteration 276/10000, Best C_max: 1557, Current Iteration Best: 1656, counter: 5, critical: False
Iteration 277/10000, Best C_max: 1557, Current Iteration Best: 1692, counter: 6, critical: False
Iteration 278/10000, Best C_max: 1557, Current Iteration Best: 1689, counter: 7, critical: False
Iteration 279/10000, Best C_max: 1557, Current Iteration Best: 1937, counter: 8, critical: False
Iteration 280/10000, Best C_max: 1557, Current Iteration Best: 1769, counter: 9, critical: False
Iteration 281/10000, Best C_max: 1557, Current Iteration Best: 1721, counter: 10, critical: False
Iteration 282/10000, Best C_max: 1557, Current Iteration Best: 1711, counter: 1, critical: True
Iteration 283/10000, Best C_max: 1557, Current Iteration Best: 1881, counter: 2, critical: True
Iteration 284/10000, Best C_max: 1557, Current Iteration Best: 1791, counter: 3, critical: True
Iteration 285/10000, Best C_max: 1557, Current Iteration Best: 1759, counter: 4, critical: True
Iteration 286/10000, Best C_max: 1557, Current Iteration Best: 1707, counter: 5, critical: True
